user_id,signup_date,plan,industry,company_size,acquisition_channel,country
U0396,2023-05-12 16:00:00,enterprise,SaaS,201-1000,referral,India
U0397,2023-05-13 00:00:00,pro,Education,51-200,direct,USA
U0398,2023-05-13 08:00:00,starter,Ecommerce,11-50,referral,Australia
U0399,2023-05-13 16:00:00,pro,Retail,11-50,organic,USA
U0400,2023-05-14 00:00:00,pro,Ecommerce,51-200,organic,France
U0401,2023-05-14 08:00:00,free,Retail,11-50,direct,Other
U0402,2023-05-14 16:00:00,enterprise,Retail,1-10,organic,USA
U0403,2023-05-15 00:00:00,starter,Healthcare,11-50,organic,USA
U0404,2023-05-15 08:00:00,pro,Education,201-1000,paid_search,India
U0405,2023-05-15 16:00:00,free,SaaS,11-50,referral,USA
U0406,2023-05-16 00:00:00,pro,SaaS,1-10,referral,Australia
U0407,2023-05-16 08:00:00,free,Finance,51-200,organic,USA
U0408,2023-05-16 16:00:00,free,Retail,1-10,organic,USA
U0409,2023-05-17 00:00:00,enterprise,SaaS,1-10,direct,Other
U0410,2023-05-17 08:00:00,free,Healthcare,1-10,organic,Germany
U0411,2023-05-17 16:00:00,free,Retail,11-50,referral,Australia
U0412,2023-05-18 00:00:00,enterprise,Healthcare,51-200,referral,USA
U0413,2023-05-18 08:00:00,enterprise,SaaS,11-50,referral,Germany
U0414,2023-05-18 16:00:00,starter,SaaS,1-10,organic,Canada
U0415,2023-05-19 00:00:00,starter,Finance,201-1000,organic,Canada
U0416,2023-05-19 08:00:00,starter,SaaS,201-1000,paid_search,Germany
U0417,2023-05-19 16:00:00,free,Retail,201-1000,social,Canada
U0418,2023-05-20 00:00:00,free,Retail,1-10,direct,UK
U0419,2023-05-20 08:00:00,starter,Retail,11-50,organic,USA
U0420,2023-05-20 16:00:00,pro,Finance,1000+,organic,India
U0421,2023-05-21 00:00:00,pro,Finance,51-200,direct,USA
U0422,2023-05-21 08:00:00,pro,SaaS,1-10,referral,Germany
U0423,2023-05-21 16:00:00,free,Ecommerce,1-10,social,USA
U0424,2023-05-22 00:00:00,starter,Ecommerce,11-50,organic,Germany
U0425,2023-05-22 08:00:00,free,Finance,201-1000,paid_search,India
U0426,2023-05-22 16:00:00,starter,SaaS,11-50,referral,USA
U0427,2023-05-23 00:00:00,starter,Ecommerce,11-50,referral,USA
U0428,2023-05-23 08:00:00,pro,SaaS,1-10,paid_search,USA
U0429,2023-05-23 16:00:00,free,SaaS,51-200,organic,Canada
U0430,2023-05-24 00:00:00,free,SaaS,201-1000,paid_search,Australia
U0431,2023-05-24 08:00:00,free,Education,11-50,organic,USA
U0432,2023-05-24 16:00:00,pro,Retail,51-200,paid_search,India
U0433,2023-05-25 00:00:00,starter,SaaS,1000+,direct,USA
U0434,2023-05-25 08:00:00,free,Education,1-10,paid_search,UK
U0435,2023-05-25 16:00:00,free,Finance,11-50,social,France
U0436,2023-05-26 00:00:00,pro,Ecommerce,1-10,organic,USA
U0437,2023-05-26 08:00:00,free,Retail,51-200,referral,UK
U0438,2023-05-26 16:00:00,pro,Ecommerce,11-50,direct,USA
U0439,2023-05-27 00:00:00,pro,Retail,51-200,organic,USA
U0440,2023-05-27 08:00:00,free,Ecommerce,51-200,organic,USA
U0441,2023-05-27 16:00:00,free,Retail,11-50,paid_search,USA
U0442,2023-05-28 00:00:00,enterprise,Ecommerce,201-1000,organic,Germany
U0443,2023-05-28 08:00:00,free,Ecommerce,11-50,referral,UK
U0444,2023-05-28 16:00:00,free,Ecommerce,1-10,social,Canada
U0445,2023-05-29 00:00:00,pro,Ecommerce,51-200,paid_search,USA
U0446,2023-05-29 08:00:00,enterprise,Finance,51-200,organic,USA
U0447,2023-05-29 16:00:00,enterprise,SaaS,11-50,paid_search,Germany
U0448,2023-05-30 00:00:00,pro,Healthcare,201-1000,referral,Other
U0449,2023-05-30 08:00:00,free,Education,201-1000,organic,USA
U0450,2023-05-30 16:00:00,free,Healthcare,1-10,paid_search,France
U0451,2023-05-31 00:00:00,pro,Healthcare,1000+,referral,Canada
U0452,2023-05-31 08:00:00,starter,Retail,1-10,referral,Canada
U0453,2023-05-31 16:00:00,starter,SaaS,1-10,organic,UK
U0454,2023-06-01 00:00:00,enterprise,Retail,1-10,referral,USA
U0455,2023-06-01 08:00:00,free,SaaS,201-1000,organic,USA
U0456,2023-06-01 16:00:00,starter,SaaS,51-200,organic,Canada
U0457,2023-06-02 00:00:00,free,Ecommerce,1-10,social,USA
U0458,2023-06-02 08:00:00,starter,Finance,11-50,referral,France
U0459,2023-06-02 16:00:00,free,Ecommerce,51-200,organic,UK
U0460,2023-06-03 00:00:00,free,Finance,1-10,organic,USA
U0461,2023-06-03 08:00:00,free,Retail,201-1000,organic,India
U0462,2023-06-03 16:00:00,starter,Finance,201-1000,organic,USA
U0463,2023-06-04 00:00:00,pro,Retail,11-50,organic,Canada
U0464,2023-06-04 08:00:00,starter,Healthcare,1000+,organic,Germany
U0465,2023-06-04 16:00:00,enterprise,Healthcare,11-50,paid_search,France
U0466,2023-06-05 00:00:00,free,Finance,1000+,referral,India
U0467,2023-06-05 08:00:00,free,Finance,51-200,referral,Germany
U0468,2023-06-05 16:00:00,pro,Retail,51-200,referral,Germany
U0469,2023-06-06 00:00:00,free,Ecommerce,1-10,organic,Other
U0470,2023-06-06 08:00:00,enterprise,Retail,201-1000,direct,USA
U0471,2023-06-06 16:00:00,free,Ecommerce,11-50,social,USA
U0472,2023-06-07 00:00:00,enterprise,Healthcare,1-10,social,USA
U0473,2023-06-07 08:00:00,free,SaaS,1-10,social,USA
U0474,2023-06-07 16:00:00,pro,Finance,11-50,direct,Germany
U0475,2023-06-08 00:00:00,starter,Ecommerce,11-50,paid_search,Germany
U0476,2023-06-08 08:00:00,enterprise,Retail,51-200,organic,Canada
U0477,2023-06-08 16:00:00,free,Healthcare,201-1000,referral,USA
U0478,2023-06-09 00:00:00,starter,Ecommerce,1-10,referral,India
U0479,2023-06-09 08:00:00,enterprise,Retail,51-200,referral,USA
U0480,2023-06-09 16:00:00,starter,Finance,1-10,paid_search,Germany
U0481,2023-06-10 00:00:00,starter,Finance,201-1000,organic,Canada
U0482,2023-06-10 08:00:00,starter,Education,201-1000,paid_search,USA
U0483,2023-06-10 16:00:00,starter,SaaS,11-50,direct,USA
U0484,2023-06-11 00:00:00,starter,Education,51-200,paid_search,USA
U0485,2023-06-11 08:00:00,starter,Healthcare,11-50,paid_search,Australia
U0486,2023-06-11 16:00:00,enterprise,Ecommerce,11-50,organic,France
U0487,2023-06-12 00:00:00,free,Healthcare,201-1000,paid_search,Germany
U0488,2023-06-12 08:00:00,free,Retail,11-50,social,USA
U0489,2023-06-12 16:00:00,enterprise,Finance,11-50,referral,UK
U0490,2023-06-13 00:00:00,pro,Education,11-50,referral,India
U0491,2023-06-13 08:00:00,starter,Education,201-1000,paid_search,India
U0492,2023-06-13 16:00:00,starter,Education,11-50,referral,USA
U0493,2023-06-14 00:00:00,free,Healthcare,1-10,organic,USA
U0494,2023-06-14 08:00:00,free,Finance,51-200,referral,India
U0495,2023-06-14 16:00:00,starter,Ecommerce,201-1000,paid_search,USA
U0496,2023-06-15 00:00:00,free,Retail,1-10,paid_search,USA
U0497,2023-06-15 08:00:00,starter,Ecommerce,1-10,referral,USA
U0498,2023-06-15 16:00:00,free,Healthcare,1-10,direct,Canada
U0499,2023-06-16 00:00:00,enterprise,Retail,11-50,organic,Australia
U0500,2023-06-16 08:00:00,enterprise,Education,11-50,social,Other
U0501,2023-06-16 16:00:00,starter,SaaS,51-200,organic,Canada
U0502,2023-06-17 00:00:00,starter,Healthcare,51-200,paid_search,UK
U0503,2023-06-17 08:00:00,free,Healthcare,51-200,organic,USA
U0504,2023-06-17 16:00:00,pro,Finance,11-50,organic,Canada
U0505,2023-06-18 00:00:00,starter,Ecommerce,201-1000,paid_search,USA
U0506,2023-06-18 08:00:00,free,Healthcare,11-50,organic,Canada
U0507,2023-06-18 16:00:00,enterprise,Healthcare,1000+,paid_search,USA
U0508,2023-06-19 00:00:00,pro,Education,51-200,direct,USA
U0509,2023-06-19 08:00:00,enterprise,Education,1-10,organic,USA
U0510,2023-06-19 16:00:00,pro,Retail,51-200,referral,USA
U0511,2023-06-20 00:00:00,starter,SaaS,11-50,paid_search,USA
U0512,2023-06-20 08:00:00,starter,Finance,51-200,referral,USA
U0513,2023-06-20 16:00:00,enterprise,SaaS,1-10,organic,Other
U0514,2023-06-21 00:00:00,pro,Retail,1-10,organic,UK
U0515,2023-06-21 08:00:00,free,Education,201-1000,organic,Canada
U0516,2023-06-21 16:00:00,free,Ecommerce,1-10,organic,France
U0517,2023-06-22 00:00:00,free,Education,201-1000,organic,Other
U0518,2023-06-22 08:00:00,pro,Finance,1-10,referral,Canada
U0519,2023-06-22 16:00:00,enterprise,Education,51-200,social,Australia
U0520,2023-06-23 00:00:00,free,Finance,51-200,social,USA
U0521,2023-06-23 08:00:00,starter,Finance,11-50,referral,USA
U0522,2023-06-23 16:00:00,free,Finance,11-50,organic,UK
U0523,2023-06-24 00:00:00,enterprise,Retail,1-10,organic,Germany
U0524,2023-06-24 08:00:00,pro,Finance,1-10,organic,Germany
U0525,2023-06-24 16:00:00,pro,Finance,11-50,organic,USA
U0526,2023-06-25 00:00:00,starter,Ecommerce,51-200,paid_search,USA
U0527,2023-06-25 08:00:00,starter,SaaS,201-1000,paid_search,Germany
U0528,2023-06-25 16:00:00,free,Healthcare,201-1000,paid_search,USA
U0529,2023-06-26 00:00:00,free,SaaS,51-200,paid_search,Canada
U0530,2023-06-26 08:00:00,pro,Finance,51-200,social,Germany
U0531,2023-06-26 16:00:00,pro,Ecommerce,51-200,referral,India
U0532,2023-06-27 00:00:00,enterprise,Education,1-10,organic,India
U0533,2023-06-27 08:00:00,enterprise,Ecommerce,201-1000,social,France
U0534,2023-06-27 16:00:00,starter,Finance,51-200,direct,UK
U0535,2023-06-28 00:00:00,pro,Ecommerce,11-50,organic,India
U0536,2023-06-28 08:00:00,enterprise,Ecommerce,1-10,paid_search,Canada
U0537,2023-06-28 16:00:00,pro,Finance,11-50,paid_search,USA
U0538,2023-06-29 00:00:00,free,Retail,11-50,direct,USA
U0539,2023-06-29 08:00:00,starter,Ecommerce,201-1000,social,USA
U0540,2023-06-29 16:00:00,free,Healthcare,11-50,organic,UK
U0541,2023-06-30 00:00:00,enterprise,Healthcare,11-50,paid_search,Canada
U0542,2023-06-30 08:00:00,starter,Ecommerce,1000+,paid_search,Australia
U0543,2023-06-30 16:00:00,free,Retail,1-10,paid_search,USA
U0544,2023-07-01 00:00:00,starter,Education,11-50,organic,USA
U0545,2023-07-01 08:00:00,starter,Finance,1-10,social,Other
U0546,2023-07-01 16:00:00,free,Healthcare,51-200,referral,USA
U0547,2023-07-02 00:00:00,free,Education,201-1000,social,UK
U0548,2023-07-02 08:00:00,starter,Ecommerce,1-10,social,Canada
U0549,2023-07-02 16:00:00,starter,Education,201-1000,referral,Canada
U0550,2023-07-03 00:00:00,pro,SaaS,1-10,paid_search,USA
U0551,2023-07-03 08:00:00,starter,Healthcare,201-1000,referral,USA
U0552,2023-07-03 16:00:00,pro,Ecommerce,51-200,organic,USA
U0553,2023-07-04 00:00:00,starter,Finance,201-1000,referral,Canada
U0554,2023-07-04 08:00:00,starter,Retail,1-10,organic,Canada
U0555,2023-07-04 16:00:00,pro,Ecommerce,1000+,referral,USA
U0556,2023-07-05 00:00:00,starter,Finance,51-200,organic,Germany
U0557,2023-07-05 08:00:00,free,Retail,11-50,organic,Australia
U0558,2023-07-05 16:00:00,free,Retail,201-1000,organic,USA
U0559,2023-07-06 00:00:00,pro,Ecommerce,1-10,organic,UK
U0560,2023-07-06 08:00:00,starter,Education,201-1000,referral,Germany
U0561,2023-07-06 16:00:00,pro,Education,1-10,referral,USA
U0562,2023-07-07 00:00:00,free,Retail,51-200,paid_search,USA
U0563,2023-07-07 08:00:00,free,Education,11-50,organic,Canada
U0564,2023-07-07 16:00:00,free,SaaS,1-10,organic,France
U0565,2023-07-08 00:00:00,free,Retail,1-10,organic,Australia
U0566,2023-07-08 08:00:00,starter,Retail,1-10,organic,Canada
U0567,2023-07-08 16:00:00,free,Finance,11-50,social,India
U0568,2023-07-09 00:00:00,starter,Education,11-50,organic,USA
U0569,2023-07-09 08:00:00,enterprise,Retail,11-50,paid_search,Germany
U0570,2023-07-09 16:00:00,free,SaaS,1-10,organic,UK
U0571,2023-07-10 00:00:00,starter,Finance,1-10,organic,USA
U0572,2023-07-10 08:00:00,pro,Ecommerce,51-200,paid_search,India
U0573,2023-07-10 16:00:00,free,Retail,1-10,referral,Canada
U0574,2023-07-11 00:00:00,starter,SaaS,201-1000,organic,USA
U0575,2023-07-11 08:00:00,pro,Healthcare,201-1000,organic,France
U0576,2023-07-11 16:00:00,enterprise,SaaS,51-200,paid_search,USA
U0577,2023-07-12 00:00:00,free,SaaS,11-50,organic,USA
U0578,2023-07-12 08:00:00,enterprise,Finance,201-1000,organic,USA
U0579,2023-07-12 16:00:00,starter,Ecommerce,1-10,direct,India
U0580,2023-07-13 00:00:00,free,Healthcare,1-10,referral,India
U0581,2023-07-13 08:00:00,starter,Education,1-10,paid_search,USA
U0582,2023-07-13 16:00:00,enterprise,Education,51-200,paid_search,Germany
U0583,2023-07-14 00:00:00,starter,SaaS,1-10,paid_search,USA
U0584,2023-07-14 08:00:00,free,Finance,11-50,paid_search,India
U0585,2023-07-14 16:00:00,starter,Finance,1000+,referral,UK
U0586,2023-07-15 00:00:00,free,Education,201-1000,referral,UK
U0587,2023-07-15 08:00:00,free,Healthcare,11-50,organic,Other
U0588,2023-07-15 16:00:00,free,Ecommerce,1-10,paid_search,USA
U0589,2023-07-16 00:00:00,free,Healthcare,201-1000,paid_search,USA
U0590,2023-07-16 08:00:00,free,Retail,11-50,social,Canada
U0591,2023-07-16 16:00:00,free,Retail,1-10,referral,Other
U0592,2023-07-17 00:00:00,starter,Ecommerce,1-10,paid_search,USA
U0593,2023-07-17 08:00:00,free,Education,201-1000,organic,USA
U0594,2023-07-17 16:00:00,free,Ecommerce,51-200,referral,USA
U0595,2023-07-18 00:00:00,pro,Finance,201-1000,organic,UK
U0596,2023-07-18 08:00:00,starter,Retail,201-1000,organic,USA
U0597,2023-07-18 16:00:00,starter,SaaS,11-50,organic,Germany
U0598,2023-07-19 00:00:00,free,SaaS,11-50,referral,Other
U0599,2023-07-19 08:00:00,free,Education,11-50,organic,UK
U0600,2023-07-19 16:00:00,free,Finance,11-50,paid_search,USA
U0601,2023-07-20 00:00:00,free,Healthcare,11-50,social,UK
U0602,2023-07-20 08:00:00,free,Finance,51-200,organic,USA
U0603,2023-07-20 16:00:00,free,SaaS,51-200,paid_search,France
U0604,2023-07-21 00:00:00,free,SaaS,201-1000,paid_search,UK
U0605,2023-07-21 08:00:00,free,Retail,11-50,organic,USA
U0606,2023-07-21 16:00:00,starter,Finance,51-200,referral,Germany
U0607,2023-07-22 00:00:00,free,Finance,51-200,organic,UK
U0608,2023-07-22 08:00:00,free,SaaS,11-50,paid_search,Germany
U0609,2023-07-22 16:00:00,starter,Healthcare,51-200,paid_search,USA
U0610,2023-07-23 00:00:00,starter,Education,1-10,referral,Australia
U0611,2023-07-23 08:00:00,free,Education,11-50,referral,Other
U0612,2023-07-23 16:00:00,pro,Finance,1-10,organic,Germany
U0613,2023-07-24 00:00:00,starter,Education,11-50,organic,Other
U0614,2023-07-24 08:00:00,free,SaaS,11-50,referral,USA
U0615,2023-07-24 16:00:00,pro,SaaS,51-200,paid_search,UK
U0616,2023-07-25 00:00:00,enterprise,Finance,1000+,social,Canada
U0617,2023-07-25 08:00:00,free,Finance,51-200,social,Canada
U0618,2023-07-25 16:00:00,free,Retail,51-200,social,UK
U0619,2023-07-26 00:00:00,pro,Finance,11-50,paid_search,USA
U0620,2023-07-26 08:00:00,pro,Healthcare,51-200,organic,USA
U0621,2023-07-26 16:00:00,free,Education,1-10,referral,USA
U0622,2023-07-27 00:00:00,free,Finance,1-10,paid_search,USA
U0623,2023-07-27 08:00:00,free,Ecommerce,11-50,organic,India
U0624,2023-07-27 16:00:00,starter,Retail,11-50,social,USA
U0625,2023-07-28 00:00:00,starter,Ecommerce,1-10,social,USA
U0626,2023-07-28 08:00:00,free,SaaS,1-10,paid_search,Canada
U0627,2023-07-28 16:00:00,starter,Education,1-10,organic,Canada
U0628,2023-07-29 00:00:00,pro,Finance,1000+,paid_search,France
U0629,2023-07-29 08:00:00,free,Ecommerce,11-50,social,Canada
U0630,2023-07-29 16:00:00,free,Education,11-50,social,USA
U0631,2023-07-30 00:00:00,pro,SaaS,1-10,organic,Australia
U0632,2023-07-30 08:00:00,pro,Healthcare,51-200,organic,Canada
U0633,2023-07-30 16:00:00,starter,Retail,1-10,social,USA
U0634,2023-07-31 00:00:00,starter,Education,1-10,paid_search,Canada
U0635,2023-07-31 08:00:00,free,Education,11-50,paid_search,France
U0636,2023-07-31 16:00:00,starter,Healthcare,1-10,direct,USA
U0637,2023-08-01 00:00:00,starter,Education,1-10,organic,USA
U0638,2023-08-01 08:00:00,free,SaaS,1-10,referral,USA
U0639,2023-08-01 16:00:00,free,SaaS,1-10,organic,USA
U0640,2023-08-02 00:00:00,free,Healthcare,1-10,paid_search,UK
U0641,2023-08-02 08:00:00,free,Retail,11-50,social,Canada
U0642,2023-08-02 16:00:00,free,Finance,201-1000,paid_search,USA
U0643,2023-08-03 00:00:00,free,Ecommerce,11-50,direct,Other
U0644,2023-08-03 08:00:00,free,Finance,11-50,paid_search,India
U0645,2023-08-03 16:00:00,free,Education,1-10,organic,Canada
U0646,2023-08-04 00:00:00,pro,Ecommerce,201-1000,organic,Australia
U0647,2023-08-04 08:00:00,starter,Healthcare,11-50,paid_search,USA
U0648,2023-08-04 16:00:00,starter,Healthcare,1-10,paid_search,UK
U0649,2023-08-05 00:00:00,pro,Retail,51-200,organic,Germany
U0650,2023-08-05 08:00:00,starter,Ecommerce,1-10,paid_search,Australia
U0651,2023-08-05 16:00:00,free,SaaS,11-50,paid_search,India
U0652,2023-08-06 00:00:00,starter,Ecommerce,11-50,referral,USA
U0653,2023-08-06 08:00:00,starter,Education,201-1000,referral,Other
U0654,2023-08-06 16:00:00,pro,SaaS,11-50,referral,USA
U0655,2023-08-07 00:00:00,starter,Healthcare,51-200,organic,France
U0656,2023-08-07 08:00:00,free,Ecommerce,1000+,organic,Other
U0657,2023-08-07 16:00:00,free,Finance,1-10,referral,USA
U0658,2023-08-08 00:00:00,free,Retail,1-10,paid_search,India
U0659,2023-08-08 08:00:00,starter,Finance,11-50,organic,USA
U0660,2023-08-08 16:00:00,starter,Retail,11-50,social,UK
U0661,2023-08-09 00:00:00,free,Education,11-50,referral,UK
U0662,2023-08-09 08:00:00,enterprise,Finance,201-1000,paid_search,Canada
U0663,2023-08-09 16:00:00,starter,Ecommerce,51-200,organic,Other
U0664,2023-08-10 00:00:00,free,Ecommerce,51-200,referral,Germany
U0665,2023-08-10 08:00:00,free,Finance,11-50,paid_search,UK
U0666,2023-08-10 16:00:00,free,Ecommerce,201-1000,referral,Australia
U0667,2023-08-11 00:00:00,free,Education,1000+,referral,Other
U0668,2023-08-11 08:00:00,free,SaaS,201-1000,social,USA
U0669,2023-08-11 16:00:00,free,Education,1-10,paid_search,Other
U0670,2023-08-12 00:00:00,free,Retail,51-200,organic,USA
U0671,2023-08-12 08:00:00,free,Education,1-10,referral,Australia
U0672,2023-08-12 16:00:00,pro,Retail,1-10,referral,USA
U0673,2023-08-13 00:00:00,free,Ecommerce,1-10,referral,USA
U0674,2023-08-13 08:00:00,starter,SaaS,51-200,organic,UK
U0675,2023-08-13 16:00:00,starter,Ecommerce,51-200,organic,Germany
U0676,2023-08-14 00:00:00,enterprise,Healthcare,1-10,social,USA
U0677,2023-08-14 08:00:00,free,Ecommerce,11-50,referral,USA
U0678,2023-08-14 16:00:00,free,Retail,11-50,social,Canada
U0679,2023-08-15 00:00:00,enterprise,Ecommerce,11-50,referral,France
U0680,2023-08-15 08:00:00,pro,Ecommerce,1-10,paid_search,USA
U0681,2023-08-15 16:00:00,pro,SaaS,11-50,referral,USA
U0682,2023-08-16 00:00:00,free,Ecommerce,51-200,social,UK
U0683,2023-08-16 08:00:00,free,SaaS,1-10,paid_search,USA
U0684,2023-08-16 16:00:00,starter,Finance,1-10,referral,Australia
U0685,2023-08-17 00:00:00,enterprise,Healthcare,11-50,organic,Australia
U0686,2023-08-17 08:00:00,starter,SaaS,201-1000,paid_search,Canada
U0687,2023-08-17 16:00:00,starter,Retail,51-200,referral,USA
U0688,2023-08-18 00:00:00,free,Finance,51-200,organic,India
U0689,2023-08-18 08:00:00,pro,SaaS,11-50,organic,Canada
U0690,2023-08-18 16:00:00,free,SaaS,11-50,organic,Australia
U0691,2023-08-19 00:00:00,free,Healthcare,1-10,organic,Germany
U0692,2023-08-19 08:00:00,starter,Retail,51-200,organic,India
U0693,2023-08-19 16:00:00,starter,Education,201-1000,paid_search,Canada
U0694,2023-08-20 00:00:00,free,Education,51-200,social,UK
U0695,2023-08-20 08:00:00,free,SaaS,201-1000,paid_search,Other
U0696,2023-08-20 16:00:00,starter,Ecommerce,51-200,organic,Canada
U0697,2023-08-21 00:00:00,free,Retail,1-10,organic,Canada
U0698,2023-08-21 08:00:00,starter,Finance,201-1000,referral,USA
U0699,2023-08-21 16:00:00,free,Ecommerce,1-10,paid_search,Germany
U0700,2023-08-22 00:00:00,starter,Ecommerce,11-50,social,Canada
U0701,2023-08-22 08:00:00,starter,Retail,1-10,referral,USA
U0702,2023-08-22 16:00:00,free,SaaS,1-10,referral,USA
U0703,2023-08-23 00:00:00,free,SaaS,11-50,organic,Canada
U0704,2023-08-23 08:00:00,free,SaaS,1-10,referral,India
U0705,2023-08-23 16:00:00,free,SaaS,11-50,organic,Canada
U0706,2023-08-24 00:00:00,enterprise,Education,11-50,direct,USA
U0707,2023-08-24 08:00:00,free,SaaS,1-10,referral,Germany
U0708,2023-08-24 16:00:00,pro,Education,1-10,organic,USA
U0709,2023-08-25 00:00:00,free,Education,11-50,organic,UK
U0710,2023-08-25 08:00:00,starter,SaaS,11-50,organic,USA
U0711,2023-08-25 16:00:00,pro,Healthcare,51-200,referral,USA
U0712,2023-08-26 00:00:00,starter,Finance,51-200,organic,USA
U0713,2023-08-26 08:00:00,starter,Ecommerce,201-1000,paid_search,USA
U0714,2023-08-26 16:00:00,starter,Education,51-200,organic,USA
U0715,2023-08-27 00:00:00,free,Retail,11-50,referral,USA
U0716,2023-08-27 08:00:00,enterprise,Retail,51-200,social,UK
U0717,2023-08-27 16:00:00,pro,Finance,1-10,referral,UK
U0718,2023-08-28 00:00:00,enterprise,Retail,11-50,referral,USA
U0719,2023-08-28 08:00:00,free,Healthcare,51-200,organic,Australia
U0720,2023-08-28 16:00:00,pro,Retail,11-50,organic,USA
U0721,2023-08-29 00:00:00,enterprise,Ecommerce,51-200,referral,UK
U0722,2023-08-29 08:00:00,free,Ecommerce,201-1000,paid_search,USA
U0723,2023-08-29 16:00:00,free,Education,201-1000,paid_search,USA
U0724,2023-08-30 00:00:00,pro,SaaS,201-1000,organic,Canada
U0725,2023-08-30 08:00:00,starter,Healthcare,11-50,organic,Canada
U0726,2023-08-30 16:00:00,pro,Education,11-50,organic,France
U0727,2023-08-31 00:00:00,free,Healthcare,11-50,social,Canada
U0728,2023-08-31 08:00:00,pro,SaaS,11-50,organic,Other
U0729,2023-08-31 16:00:00,free,Retail,51-200,paid_search,USA
U0730,2023-09-01 00:00:00,free,Retail,51-200,organic,USA
U0731,2023-09-01 08:00:00,free,SaaS,51-200,referral,USA
U0732,2023-09-01 16:00:00,pro,Education,11-50,organic,USA
U0733,2023-09-02 00:00:00,starter,SaaS,1-10,social,Canada
U0734,2023-09-02 08:00:00,starter,Finance,11-50,social,Germany
U0735,2023-09-02 16:00:00,free,Ecommerce,1-10,organic,USA
U0736,2023-09-03 00:00:00,pro,Education,201-1000,social,Other
U0737,2023-09-03 08:00:00,free,Healthcare,11-50,direct,Australia
U0738,2023-09-03 16:00:00,pro,Finance,1-10,social,USA
U0739,2023-09-04 00:00:00,starter,Education,1-10,social,USA
U0740,2023-09-04 08:00:00,free,SaaS,51-200,organic,USA
U0741,2023-09-04 16:00:00,starter,SaaS,51-200,paid_search,USA
U0742,2023-09-05 00:00:00,free,SaaS,11-50,organic,USA
U0743,2023-09-05 08:00:00,pro,SaaS,1-10,organic,UK
U0744,2023-09-05 16:00:00,starter,Healthcare,11-50,direct,USA
U0745,2023-09-06 00:00:00,free,Finance,11-50,organic,USA
U0746,2023-09-06 08:00:00,pro,Retail,51-200,referral,Other
U0747,2023-09-06 16:00:00,free,Ecommerce,51-200,social,Germany
U0748,2023-09-07 00:00:00,starter,Healthcare,11-50,social,Other
U0749,2023-09-07 08:00:00,enterprise,Healthcare,1-10,direct,USA
U0750,2023-09-07 16:00:00,starter,Retail,1000+,organic,USA
U0751,2023-09-08 00:00:00,free,Retail,11-50,organic,Canada
U0752,2023-09-08 08:00:00,enterprise,Ecommerce,51-200,paid_search,USA
U0753,2023-09-08 16:00:00,starter,Ecommerce,1-10,organic,USA
U0754,2023-09-09 00:00:00,free,Retail,11-50,organic,Germany
U0755,2023-09-09 08:00:00,free,SaaS,1-10,paid_search,Germany
U0756,2023-09-09 16:00:00,pro,Healthcare,11-50,referral,UK
U0757,2023-09-10 00:00:00,starter,Education,1000+,paid_search,UK
U0758,2023-09-10 08:00:00,starter,Ecommerce,11-50,organic,UK
U0759,2023-09-10 16:00:00,pro,Ecommerce,1-10,referral,USA
U0760,2023-09-11 00:00:00,pro,Retail,1-10,organic,USA
U0761,2023-09-11 08:00:00,free,Finance,11-50,organic,USA
U0762,2023-09-11 16:00:00,free,Education,1-10,referral,USA
U0763,2023-09-12 00:00:00,free,Education,1-10,referral,Other
U0764,2023-09-12 08:00:00,pro,Ecommerce,51-200,referral,Canada
U0765,2023-09-12 16:00:00,free,SaaS,11-50,organic,India
U0766,2023-09-13 00:00:00,starter,Finance,1-10,social,USA
U0767,2023-09-13 08:00:00,pro,Education,201-1000,referral,USA
U0768,2023-09-13 16:00:00,pro,Ecommerce,1-10,paid_search,USA
U0769,2023-09-14 00:00:00,free,Education,1000+,referral,USA
U0770,2023-09-14 08:00:00,pro,Finance,11-50,social,USA
U0771,2023-09-14 16:00:00,free,Finance,201-1000,paid_search,India
U0772,2023-09-15 00:00:00,pro,Healthcare,51-200,paid_search,Germany
U0773,2023-09-15 08:00:00,free,Retail,201-1000,direct,Canada
U0774,2023-09-15 16:00:00,free,Retail,1000+,referral,UK
U0775,2023-09-16 00:00:00,pro,Ecommerce,1-10,paid_search,France
U0776,2023-09-16 08:00:00,free,Finance,1000+,referral,USA
U0777,2023-09-16 16:00:00,free,Healthcare,11-50,paid_search,USA
U0778,2023-09-17 00:00:00,pro,Healthcare,11-50,organic,USA
U0779,2023-09-17 08:00:00,pro,Education,11-50,paid_search,India
U0780,2023-09-17 16:00:00,starter,Education,11-50,direct,Other
U0781,2023-09-18 00:00:00,starter,Healthcare,1-10,direct,USA
U0782,2023-09-18 08:00:00,starter,Education,11-50,organic,France
U0783,2023-09-18 16:00:00,free,Finance,11-50,paid_search,Australia
U0784,2023-09-19 00:00:00,free,SaaS,51-200,organic,USA
U0785,2023-09-19 08:00:00,free,Finance,201-1000,direct,USA
U0786,2023-09-19 16:00:00,enterprise,Healthcare,11-50,direct,UK
U0787,2023-09-20 00:00:00,starter,Healthcare,11-50,referral,Other
U0788,2023-09-20 08:00:00,starter,Finance,1-10,social,USA
U0789,2023-09-20 16:00:00,starter,Education,1-10,referral,India
U0790,2023-09-21 00:00:00,enterprise,Education,1-10,paid_search,USA
U0791,2023-09-21 08:00:00,free,Retail,11-50,organic,India
