user_id,month,plan,industry,company_size,acquisition_channel,country,sessions,features_used,support_tickets,nps_score,mrr,is_churned
U0123,2023-01-01,free,Ecommerce,201-1000,social,USA,3,4,0,4.0,0,0
U0123,2023-02-01,free,Ecommerce,201-1000,social,USA,2,1,1,,0,0
U0123,2023-03-01,free,Ecommerce,201-1000,social,USA,3,2,0,,0,0
U0123,2023-04-01,free,Ecommerce,201-1000,social,USA,2,3,0,,0,0
U0124,2023-01-01,free,SaaS,11-50,direct,USA,3,1,0,,0,0
U0124,2023-02-01,free,SaaS,11-50,direct,USA,3,1,2,,0,0
U0124,2023-03-01,free,SaaS,11-50,direct,USA,1,1,1,,0,0
U0124,2023-04-01,free,SaaS,11-50,direct,USA,4,1,0,,0,0
U0124,2023-05-01,free,SaaS,11-50,direct,USA,2,1,0,,0,0
U0124,2023-06-01,free,SaaS,11-50,direct,USA,3,1,2,,0,0
U0124,2023-07-01,free,SaaS,11-50,direct,USA,3,1,0,,0,0
U0124,2023-08-01,free,SaaS,11-50,direct,USA,1,2,0,,0,0
U0124,2023-09-01,free,SaaS,11-50,direct,USA,2,1,0,,0,0
U0124,2023-10-01,free,SaaS,11-50,direct,USA,1,3,2,,0,0
U0125,2023-01-01,free,Finance,51-200,referral,Australia,4,4,1,,0,0
U0125,2023-02-01,free,Finance,51-200,referral,Australia,2,2,1,,0,0
U0125,2023-03-01,free,Finance,51-200,referral,Australia,3,1,1,,0,0
U0125,2023-04-01,free,Finance,51-200,referral,Australia,2,4,1,,0,0
U0125,2023-05-01,free,Finance,51-200,referral,Australia,3,1,0,,0,0
U0125,2023-06-01,free,Finance,51-200,referral,Australia,3,1,1,,0,0
U0126,2023-01-01,starter,Finance,51-200,social,Australia,10,1,0,,29,0
U0126,2023-02-01,starter,Finance,51-200,social,Australia,6,1,0,,29,0
U0126,2023-03-01,starter,Finance,51-200,social,Australia,7,1,1,,29,0
U0126,2023-04-01,starter,Finance,51-200,social,Australia,7,1,0,,29,0
U0126,2023-05-01,starter,Finance,51-200,social,Australia,11,3,0,,29,0
U0126,2023-06-01,starter,Finance,51-200,social,Australia,10,2,1,,29,0
U0126,2023-07-01,starter,Finance,51-200,social,Australia,8,1,1,,29,0
U0126,2023-08-01,starter,Finance,51-200,social,Australia,4,2,0,,29,0
U0126,2023-09-01,starter,Finance,51-200,social,Australia,9,2,2,,29,0
U0126,2023-10-01,starter,Finance,51-200,social,Australia,10,2,0,6.0,29,0
U0126,2023-11-01,starter,Finance,51-200,social,Australia,10,1,2,,29,0
U0126,2023-12-01,starter,Finance,51-200,social,Australia,8,3,2,5.0,29,0
U0127,2023-01-01,pro,Healthcare,201-1000,organic,USA,5,6,0,,99,0
U0127,2023-02-01,pro,Healthcare,201-1000,organic,USA,20,5,0,,99,0
U0127,2023-03-01,pro,Healthcare,201-1000,organic,USA,14,5,0,,99,0
U0127,2023-04-01,pro,Healthcare,201-1000,organic,USA,16,6,0,,99,0
U0127,2023-05-01,pro,Healthcare,201-1000,organic,USA,15,7,1,6.0,99,0
U0127,2023-06-01,pro,Healthcare,201-1000,organic,USA,16,9,2,,99,0
U0127,2023-07-01,pro,Healthcare,201-1000,organic,USA,20,7,0,7.0,99,0
U0127,2023-08-01,pro,Healthcare,201-1000,organic,USA,19,5,1,10.0,99,0
U0127,2023-09-01,pro,Healthcare,201-1000,organic,USA,17,7,0,9.0,99,0
U0127,2023-10-01,pro,Healthcare,201-1000,organic,USA,20,5,0,,99,0
U0127,2023-11-01,pro,Healthcare,201-1000,organic,USA,16,7,0,,99,0
U0127,2023-12-01,pro,Healthcare,201-1000,organic,USA,18,5,1,,99,0
U0128,2023-01-01,pro,Finance,51-200,direct,Canada,15,6,1,,99,0
U0128,2023-02-01,pro,Finance,51-200,direct,Canada,14,7,0,,99,0
U0128,2023-03-01,pro,Finance,51-200,direct,Canada,26,4,2,,99,0
U0128,2023-04-01,pro,Finance,51-200,direct,Canada,22,5,0,10.0,99,0
U0128,2023-05-01,pro,Finance,51-200,direct,Canada,22,6,0,,99,0
U0128,2023-06-01,pro,Finance,51-200,direct,Canada,17,7,1,,99,0
U0128,2023-07-01,pro,Finance,51-200,direct,Canada,17,7,0,,99,0
U0128,2023-08-01,pro,Finance,51-200,direct,Canada,19,6,1,,99,0
U0128,2023-09-01,pro,Finance,51-200,direct,Canada,22,5,2,,99,0
U0128,2023-10-01,pro,Finance,51-200,direct,Canada,22,6,0,5.0,99,0
U0128,2023-11-01,pro,Finance,51-200,direct,Canada,22,6,1,,99,0
U0128,2023-12-01,pro,Finance,51-200,direct,Canada,20,6,0,,99,0
U0129,2023-01-01,free,Education,51-200,organic,UK,1,1,1,,0,0
U0129,2023-02-01,free,Education,51-200,organic,UK,3,1,2,,0,0
U0129,2023-03-01,free,Education,51-200,organic,UK,4,1,2,,0,0
U0130,2023-01-01,starter,Retail,1-10,direct,USA,5,2,0,7.0,29,0
U0130,2023-02-01,starter,Retail,1-10,direct,USA,9,4,1,,29,0
U0130,2023-03-01,starter,Retail,1-10,direct,USA,3,2,1,,29,0
U0130,2023-04-01,starter,Retail,1-10,direct,USA,2,2,1,,29,0
U0130,2023-05-01,starter,Retail,1-10,direct,USA,7,1,1,,29,0
U0130,2023-06-01,starter,Retail,1-10,direct,USA,4,1,3,,29,0
U0130,2023-07-01,starter,Retail,1-10,direct,USA,13,4,3,,29,0
U0130,2023-08-01,starter,Retail,1-10,direct,USA,5,4,0,,29,0
U0130,2023-09-01,starter,Retail,1-10,direct,USA,6,4,1,4.0,29,0
U0130,2023-10-01,starter,Retail,1-10,direct,USA,10,2,2,,29,0
U0130,2023-11-01,starter,Retail,1-10,direct,USA,6,1,1,,29,0
U0130,2023-12-01,starter,Retail,1-10,direct,USA,5,1,2,,29,0
U0131,2023-01-01,starter,Education,11-50,direct,Other,5,3,0,,29,0
U0131,2023-02-01,starter,Education,11-50,direct,Other,7,5,0,,29,0
U0131,2023-03-01,starter,Education,11-50,direct,Other,8,2,0,,29,0
U0131,2023-04-01,starter,Education,11-50,direct,Other,8,2,0,,29,0
U0131,2023-05-01,starter,Education,11-50,direct,Other,6,1,2,,29,0
U0132,2023-01-01,free,Healthcare,1-10,referral,USA,2,1,3,,0,0
U0132,2023-02-01,free,Healthcare,1-10,referral,USA,3,1,1,,0,0
U0132,2023-03-01,free,Healthcare,1-10,referral,USA,3,3,2,,0,0
U0132,2023-04-01,free,Healthcare,1-10,referral,USA,4,3,0,,0,0
U0132,2023-05-01,free,Healthcare,1-10,referral,USA,2,1,1,,0,0
U0132,2023-06-01,free,Healthcare,1-10,referral,USA,2,1,2,,0,0
U0132,2023-07-01,free,Healthcare,1-10,referral,USA,2,1,2,,0,0
U0132,2023-08-01,free,Healthcare,1-10,referral,USA,4,1,0,,0,0
U0133,2023-01-01,free,Education,51-200,direct,USA,3,1,0,,0,0
U0133,2023-02-01,free,Education,51-200,direct,USA,4,1,1,,0,0
U0133,2023-03-01,free,Education,51-200,direct,USA,5,2,1,,0,0
U0133,2023-04-01,free,Education,51-200,direct,USA,2,1,0,,0,0
U0133,2023-05-01,free,Education,51-200,direct,USA,1,1,0,,0,0
U0133,2023-06-01,free,Education,51-200,direct,USA,3,1,1,,0,0
U0134,2023-01-01,free,Retail,11-50,paid_search,Canada,2,1,0,,0,0
U0134,2023-02-01,free,Retail,11-50,paid_search,Canada,4,1,2,,0,0
U0134,2023-03-01,free,Retail,11-50,paid_search,Canada,2,1,0,,0,0
U0134,2023-04-01,free,Retail,11-50,paid_search,Canada,4,1,1,,0,0
U0134,2023-05-01,free,Retail,11-50,paid_search,Canada,2,1,1,,0,0
U0134,2023-06-01,free,Retail,11-50,paid_search,Canada,2,1,0,,0,0
U0134,2023-07-01,free,Retail,11-50,paid_search,Canada,1,1,1,6.0,0,0
U0135,2023-01-01,enterprise,Ecommerce,51-200,organic,India,27,6,2,,399,0
U0135,2023-02-01,enterprise,Ecommerce,51-200,organic,India,43,10,0,,399,0
U0135,2023-03-01,enterprise,Ecommerce,51-200,organic,India,33,10,0,,399,0
U0135,2023-04-01,enterprise,Ecommerce,51-200,organic,India,15,10,1,,399,0
U0135,2023-05-01,enterprise,Ecommerce,51-200,organic,India,36,10,1,,399,0
U0135,2023-06-01,enterprise,Ecommerce,51-200,organic,India,29,10,0,,399,0
U0135,2023-07-01,enterprise,Ecommerce,51-200,organic,India,31,10,1,7.0,399,0
U0135,2023-08-01,enterprise,Ecommerce,51-200,organic,India,48,10,0,7.0,399,0
U0135,2023-09-01,enterprise,Ecommerce,51-200,organic,India,37,10,1,,399,0
U0135,2023-10-01,enterprise,Ecommerce,51-200,organic,India,50,10,0,,399,0
U0135,2023-11-01,enterprise,Ecommerce,51-200,organic,India,34,10,0,,399,0
U0135,2023-12-01,enterprise,Ecommerce,51-200,organic,India,28,10,0,,399,0
U0136,2023-01-01,free,Healthcare,1-10,paid_search,USA,4,1,1,,0,0
U0137,2023-01-01,starter,Ecommerce,1-10,paid_search,Germany,11,2,0,,29,0
U0137,2023-02-01,starter,Ecommerce,1-10,paid_search,Germany,8,4,0,,29,0
U0137,2023-03-01,starter,Ecommerce,1-10,paid_search,Germany,9,3,0,,29,0
U0137,2023-04-01,starter,Ecommerce,1-10,paid_search,Germany,3,4,1,,29,0
U0137,2023-05-01,starter,Ecommerce,1-10,paid_search,Germany,7,1,0,5.0,29,0
U0137,2023-06-01,starter,Ecommerce,1-10,paid_search,Germany,3,1,1,,29,0
U0137,2023-07-01,starter,Ecommerce,1-10,paid_search,Germany,5,3,2,,29,0
U0137,2023-08-01,starter,Ecommerce,1-10,paid_search,Germany,4,2,2,,29,0
U0137,2023-09-01,starter,Ecommerce,1-10,paid_search,Germany,9,2,2,,29,0
U0137,2023-10-01,starter,Ecommerce,1-10,paid_search,Germany,6,1,2,5.0,29,0
U0137,2023-11-01,starter,Ecommerce,1-10,paid_search,Germany,8,2,1,,29,0
U0137,2023-12-01,starter,Ecommerce,1-10,paid_search,Germany,7,2,1,,29,0
U0139,2023-01-01,free,Ecommerce,1-10,referral,USA,2,1,1,,0,0
U0139,2023-02-01,free,Ecommerce,1-10,referral,USA,3,3,0,,0,0
U0139,2023-03-01,free,Ecommerce,1-10,referral,USA,2,2,1,,0,0
U0139,2023-04-01,free,Ecommerce,1-10,referral,USA,2,1,0,,0,0
U0139,2023-05-01,free,Ecommerce,1-10,referral,USA,1,2,0,,0,0
U0139,2023-06-01,free,Ecommerce,1-10,referral,USA,2,4,0,,0,0
U0139,2023-07-01,free,Ecommerce,1-10,referral,USA,4,1,0,,0,0
U0139,2023-08-01,free,Ecommerce,1-10,referral,USA,3,1,0,,0,0
U0139,2023-09-01,free,Ecommerce,1-10,referral,USA,1,3,1,4.0,0,0
U0139,2023-10-01,free,Ecommerce,1-10,referral,USA,3,2,0,,0,0
U0140,2023-01-01,enterprise,SaaS,1-10,direct,USA,30,10,1,,399,0
U0140,2023-02-01,enterprise,SaaS,1-10,direct,USA,32,10,2,,399,0
U0140,2023-03-01,enterprise,SaaS,1-10,direct,USA,34,10,0,,399,0
U0140,2023-04-01,enterprise,SaaS,1-10,direct,USA,35,10,1,,399,0
U0140,2023-05-01,enterprise,SaaS,1-10,direct,USA,45,10,0,,399,0
U0140,2023-06-01,enterprise,SaaS,1-10,direct,USA,19,10,1,,399,0
U0140,2023-07-01,enterprise,SaaS,1-10,direct,USA,34,10,0,,399,0
U0140,2023-08-01,enterprise,SaaS,1-10,direct,USA,26,10,0,,399,0
U0140,2023-09-01,enterprise,SaaS,1-10,direct,USA,41,10,0,,399,0
U0140,2023-10-01,enterprise,SaaS,1-10,direct,USA,39,10,0,,399,0
U0140,2023-11-01,enterprise,SaaS,1-10,direct,USA,29,10,1,,399,0
U0140,2023-12-01,enterprise,SaaS,1-10,direct,USA,21,10,1,,399,0
U0141,2023-01-01,enterprise,SaaS,1-10,organic,Canada,41,9,0,,399,0
U0141,2023-02-01,enterprise,SaaS,1-10,organic,Canada,29,10,1,,399,0
U0141,2023-03-01,enterprise,SaaS,1-10,organic,Canada,43,10,0,,399,0
U0141,2023-04-01,enterprise,SaaS,1-10,organic,Canada,33,10,1,,399,0
U0141,2023-05-01,enterprise,SaaS,1-10,organic,Canada,34,10,0,,399,0
U0141,2023-06-01,enterprise,SaaS,1-10,organic,Canada,37,10,1,,399,0
U0141,2023-07-01,enterprise,SaaS,1-10,organic,Canada,31,10,0,,399,0
U0141,2023-08-01,enterprise,SaaS,1-10,organic,Canada,52,10,0,5.0,399,0
U0142,2023-01-01,free,Ecommerce,1000+,referral,USA,1,2,0,,0,0
U0142,2023-02-01,free,Ecommerce,1000+,referral,USA,1,1,1,,0,0
U0142,2023-03-01,free,Ecommerce,1000+,referral,USA,3,1,0,,0,0
U0142,2023-04-01,free,Ecommerce,1000+,referral,USA,3,1,0,,0,0
U0143,2023-01-01,starter,Healthcare,51-200,social,Other,7,4,1,,29,0
U0143,2023-02-01,starter,Healthcare,51-200,social,Other,4,1,1,6.0,29,0
U0143,2023-03-01,starter,Healthcare,51-200,social,Other,10,1,0,,29,0
U0143,2023-04-01,starter,Healthcare,51-200,social,Other,7,3,0,,29,0
U0143,2023-05-01,starter,Healthcare,51-200,social,Other,7,1,0,,29,0
U0143,2023-06-01,starter,Healthcare,51-200,social,Other,9,2,1,,29,0
U0143,2023-07-01,starter,Healthcare,51-200,social,Other,8,1,0,,29,0
U0143,2023-08-01,starter,Healthcare,51-200,social,Other,8,1,0,,29,0
U0143,2023-09-01,starter,Healthcare,51-200,social,Other,7,4,1,,29,0
U0143,2023-10-01,starter,Healthcare,51-200,social,Other,6,3,0,,29,0
U0143,2023-11-01,starter,Healthcare,51-200,social,Other,7,1,1,,29,0
U0143,2023-12-01,starter,Healthcare,51-200,social,Other,5,4,0,,29,0
U0144,2023-01-01,free,Retail,11-50,direct,Australia,3,1,2,,0,0
U0144,2023-02-01,free,Retail,11-50,direct,Australia,3,1,2,3.0,0,0
U0144,2023-03-01,free,Retail,11-50,direct,Australia,3,1,0,7.0,0,0
U0147,2023-01-01,starter,Retail,51-200,direct,Other,6,2,2,,29,0
U0147,2023-02-01,starter,Retail,51-200,direct,Other,10,4,3,,29,0
U0147,2023-03-01,starter,Retail,51-200,direct,Other,10,2,0,,29,0
U0147,2023-04-01,starter,Retail,51-200,direct,Other,5,2,0,,29,0
U0147,2023-05-01,starter,Retail,51-200,direct,Other,6,2,0,,29,0
U0147,2023-06-01,starter,Retail,51-200,direct,Other,9,1,0,,29,0
U0147,2023-07-01,starter,Retail,51-200,direct,Other,11,2,1,,29,0
U0147,2023-08-01,starter,Retail,51-200,direct,Other,11,2,2,8.0,29,0
U0147,2023-09-01,starter,Retail,51-200,direct,Other,9,4,2,,29,0
U0147,2023-10-01,starter,Retail,51-200,direct,Other,8,3,2,5.0,29,0
U0147,2023-11-01,starter,Retail,51-200,direct,Other,10,1,2,,29,0
U0147,2023-12-01,starter,Retail,51-200,direct,Other,7,3,0,8.0,29,0
U0148,2023-01-01,starter,SaaS,51-200,referral,UK,11,1,3,,29,0
U0148,2023-02-01,starter,SaaS,51-200,referral,UK,5,2,0,,29,0
U0149,2023-01-01,free,SaaS,1-10,organic,USA,4,1,0,,0,0
U0149,2023-02-01,free,SaaS,1-10,organic,USA,2,1,0,,0,0
U0149,2023-03-01,free,SaaS,1-10,organic,USA,3,1,2,5.0,0,0
U0149,2023-04-01,free,SaaS,1-10,organic,USA,2,3,2,,0,0
U0149,2023-05-01,free,SaaS,1-10,organic,USA,1,1,5,,0,0
U0149,2023-06-01,free,SaaS,1-10,organic,USA,2,1,1,,0,0
U0151,2023-01-01,enterprise,Finance,1-10,referral,USA,43,10,0,6.0,399,0
U0151,2023-02-01,enterprise,Finance,1-10,referral,USA,23,10,0,,399,0
U0151,2023-03-01,enterprise,Finance,1-10,referral,USA,49,10,2,,399,0
U0151,2023-04-01,enterprise,Finance,1-10,referral,USA,29,10,1,8.0,399,0
U0151,2023-05-01,enterprise,Finance,1-10,referral,USA,38,10,0,,399,0
U0151,2023-06-01,enterprise,Finance,1-10,referral,USA,30,10,0,,399,0
U0151,2023-07-01,enterprise,Finance,1-10,referral,USA,44,10,0,,399,0
U0151,2023-08-01,enterprise,Finance,1-10,referral,USA,23,10,1,,399,0
U0151,2023-09-01,enterprise,Finance,1-10,referral,USA,27,10,0,,399,0
U0151,2023-10-01,enterprise,Finance,1-10,referral,USA,50,9,0,,399,0
U0151,2023-11-01,enterprise,Finance,1-10,referral,USA,38,10,0,,399,0
U0151,2023-12-01,enterprise,Finance,1-10,referral,USA,43,10,0,,399,0
U0152,2023-01-01,free,Ecommerce,51-200,organic,Germany,2,2,2,,0,0
U0152,2023-02-01,free,Ecommerce,51-200,organic,Germany,3,1,0,,0,0
U0152,2023-03-01,free,Ecommerce,51-200,organic,Germany,2,1,3,6.0,0,0
U0152,2023-04-01,free,Ecommerce,51-200,organic,Germany,4,1,0,,0,0
U0152,2023-05-01,free,Ecommerce,51-200,organic,Germany,1,1,0,,0,0
U0152,2023-06-01,free,Ecommerce,51-200,organic,Germany,3,1,0,,0,0
U0152,2023-07-01,free,Ecommerce,51-200,organic,Germany,1,1,0,,0,0
U0152,2023-08-01,free,Ecommerce,51-200,organic,Germany,3,1,0,,0,0
U0152,2023-09-01,free,Ecommerce,51-200,organic,Germany,2,1,1,8.0,0,0
U0152,2023-10-01,free,Ecommerce,51-200,organic,Germany,4,2,1,,0,0
U0152,2023-11-01,free,Ecommerce,51-200,organic,Germany,2,2,1,5.0,0,0
U0152,2023-12-01,free,Ecommerce,51-200,organic,Germany,3,1,0,,0,0
U0153,2023-01-01,free,SaaS,51-200,referral,UK,1,1,0,6.0,0,0
U0153,2023-02-01,free,SaaS,51-200,referral,UK,3,3,1,,0,0
U0153,2023-03-01,free,SaaS,51-200,referral,UK,1,1,0,,0,0
U0153,2023-04-01,free,SaaS,51-200,referral,UK,2,3,0,,0,0
U0153,2023-05-01,free,SaaS,51-200,referral,UK,3,1,1,,0,0
U0153,2023-06-01,free,SaaS,51-200,referral,UK,3,1,0,,0,0
U0153,2023-07-01,free,SaaS,51-200,referral,UK,2,1,3,,0,0
U0153,2023-08-01,free,SaaS,51-200,referral,UK,2,1,2,,0,0
U0153,2023-09-01,free,SaaS,51-200,referral,UK,2,1,0,,0,0
U0153,2023-10-01,free,SaaS,51-200,referral,UK,2,1,3,,0,0
U0153,2023-11-01,free,SaaS,51-200,referral,UK,2,1,0,5.0,0,0
U0153,2023-12-01,free,SaaS,51-200,referral,UK,1,1,1,4.0,0,0
U0154,2023-01-01,starter,Education,1-10,referral,USA,5,2,0,,29,0
U0154,2023-02-01,starter,Education,1-10,referral,USA,6,1,2,,29,0
U0154,2023-03-01,starter,Education,1-10,referral,USA,10,2,0,,29,0
U0154,2023-04-01,starter,Education,1-10,referral,USA,7,2,1,6.0,29,0
U0154,2023-05-01,starter,Education,1-10,referral,USA,7,1,2,,29,0
U0154,2023-06-01,starter,Education,1-10,referral,USA,7,1,2,,29,0
U0154,2023-07-01,starter,Education,1-10,referral,USA,9,1,1,,29,0
U0154,2023-08-01,starter,Education,1-10,referral,USA,6,1,0,,29,0
U0154,2023-09-01,starter,Education,1-10,referral,USA,10,1,1,9.0,29,0
U0154,2023-10-01,starter,Education,1-10,referral,USA,7,1,1,,29,0
U0154,2023-11-01,starter,Education,1-10,referral,USA,3,3,2,,29,0
U0154,2023-12-01,starter,Education,1-10,referral,USA,7,3,1,7.0,29,0
U0155,2023-01-01,enterprise,Healthcare,1-10,organic,Canada,42,10,0,,399,0
U0155,2023-02-01,enterprise,Healthcare,1-10,organic,Canada,36,10,1,,399,0
U0155,2023-03-01,enterprise,Healthcare,1-10,organic,Canada,36,10,0,,399,0
U0155,2023-04-01,enterprise,Healthcare,1-10,organic,Canada,48,10,0,,399,0
U0155,2023-05-01,enterprise,Healthcare,1-10,organic,Canada,47,10,0,,399,0
U0155,2023-06-01,enterprise,Healthcare,1-10,organic,Canada,51,9,1,,399,0
U0155,2023-07-01,enterprise,Healthcare,1-10,organic,Canada,28,10,0,,399,0
U0155,2023-08-01,enterprise,Healthcare,1-10,organic,Canada,32,10,0,,399,0
U0155,2023-09-01,enterprise,Healthcare,1-10,organic,Canada,31,10,0,,399,0
U0155,2023-10-01,enterprise,Healthcare,1-10,organic,Canada,33,10,0,,399,0
U0155,2023-11-01,enterprise,Healthcare,1-10,organic,Canada,39,10,0,,399,0
U0155,2023-12-01,enterprise,Healthcare,1-10,organic,Canada,50,10,0,,399,0
U0157,2023-01-01,starter,Healthcare,1000+,referral,Canada,9,3,0,,29,0
U0157,2023-02-01,starter,Healthcare,1000+,referral,Canada,7,3,0,,29,0
U0157,2023-03-01,starter,Healthcare,1000+,referral,Canada,9,2,2,6.0,29,0
U0157,2023-04-01,starter,Healthcare,1000+,referral,Canada,11,2,0,,29,0
U0157,2023-05-01,starter,Healthcare,1000+,referral,Canada,11,1,1,,29,0
U0157,2023-06-01,starter,Healthcare,1000+,referral,Canada,10,3,0,,29,0
U0157,2023-07-01,starter,Healthcare,1000+,referral,Canada,9,1,1,,29,0
U0157,2023-08-01,starter,Healthcare,1000+,referral,Canada,10,1,0,,29,0
U0157,2023-09-01,starter,Healthcare,1000+,referral,Canada,6,4,0,,29,0
U0158,2023-01-01,pro,Ecommerce,1-10,paid_search,USA,10,4,2,,99,0
U0158,2023-02-01,pro,Ecommerce,1-10,paid_search,USA,16,6,1,,99,0
U0158,2023-03-01,pro,Ecommerce,1-10,paid_search,USA,21,4,1,,99,0
U0158,2023-04-01,pro,Ecommerce,1-10,paid_search,USA,18,6,2,,99,0
U0158,2023-05-01,pro,Ecommerce,1-10,paid_search,USA,9,6,1,,99,0
U0158,2023-06-01,pro,Ecommerce,1-10,paid_search,USA,22,6,0,,99,0
U0158,2023-07-01,pro,Ecommerce,1-10,paid_search,USA,25,6,0,,99,0
U0158,2023-08-01,pro,Ecommerce,1-10,paid_search,USA,17,4,2,,99,0
U0158,2023-09-01,pro,Ecommerce,1-10,paid_search,USA,9,6,2,,99,0
U0158,2023-10-01,pro,Ecommerce,1-10,paid_search,USA,20,7,1,7.0,99,0
U0158,2023-11-01,pro,Ecommerce,1-10,paid_search,USA,16,4,2,,99,0
U0158,2023-12-01,pro,Ecommerce,1-10,paid_search,USA,23,5,1,,99,0
U0159,2023-01-01,free,Ecommerce,51-200,organic,Australia,2,1,0,,0,0
U0159,2023-02-01,free,Ecommerce,51-200,organic,Australia,3,4,2,,0,0
U0159,2023-03-01,free,Ecommerce,51-200,organic,Australia,3,1,0,,0,0
U0160,2023-01-01,pro,Retail,51-200,organic,Australia,14,5,0,,99,0
U0160,2023-02-01,pro,Retail,51-200,organic,Australia,20,5,0,,99,0
U0160,2023-03-01,pro,Retail,51-200,organic,Australia,17,5,0,5.0,99,0
U0160,2023-04-01,pro,Retail,51-200,organic,Australia,21,9,3,,99,0
U0160,2023-05-01,pro,Retail,51-200,organic,Australia,18,5,2,,99,0
U0160,2023-06-01,pro,Retail,51-200,organic,Australia,25,6,0,,99,0
U0160,2023-07-01,pro,Retail,51-200,organic,Australia,28,3,0,,99,0
U0160,2023-08-01,pro,Retail,51-200,organic,Australia,16,5,1,5.0,99,0
U0160,2023-09-01,pro,Retail,51-200,organic,Australia,20,5,0,7.0,99,0
U0160,2023-10-01,pro,Retail,51-200,organic,Australia,24,7,0,7.0,99,0
U0160,2023-11-01,pro,Retail,51-200,organic,Australia,13,4,0,,99,0
U0160,2023-12-01,pro,Retail,51-200,organic,Australia,13,7,1,,99,0
U0161,2023-01-01,free,SaaS,11-50,paid_search,UK,3,1,1,,0,0
U0161,2023-02-01,free,SaaS,11-50,paid_search,UK,5,1,2,,0,0
U0161,2023-03-01,free,SaaS,11-50,paid_search,UK,3,1,0,,0,0
U0161,2023-04-01,free,SaaS,11-50,paid_search,UK,2,1,0,,0,0
U0161,2023-05-01,free,SaaS,11-50,paid_search,UK,3,1,1,,0,0
U0161,2023-06-01,free,SaaS,11-50,paid_search,UK,3,1,1,,0,0
U0163,2023-01-01,starter,Healthcare,1-10,organic,USA,8,5,1,,29,0
U0163,2023-02-01,starter,Healthcare,1-10,organic,USA,3,4,1,,29,0
U0163,2023-03-01,starter,Healthcare,1-10,organic,USA,7,2,0,,29,0
U0163,2023-04-01,starter,Healthcare,1-10,organic,USA,9,3,0,7.0,29,0
U0163,2023-05-01,starter,Healthcare,1-10,organic,USA,11,3,2,,29,0
U0163,2023-06-01,starter,Healthcare,1-10,organic,USA,9,2,1,,29,0
U0165,2023-01-01,free,Education,51-200,organic,USA,2,2,2,,0,0
U0165,2023-02-01,free,Education,51-200,organic,USA,4,2,1,,0,0
U0165,2023-03-01,free,Education,51-200,organic,USA,3,1,1,,0,0
U0165,2023-04-01,free,Education,51-200,organic,USA,1,1,0,,0,0
U0166,2023-01-01,pro,Education,51-200,organic,USA,14,7,1,,99,0
U0166,2023-02-01,pro,Education,51-200,organic,USA,23,5,1,6.0,99,0
U0166,2023-03-01,pro,Education,51-200,organic,USA,18,4,2,,99,0
U0166,2023-04-01,pro,Education,51-200,organic,USA,23,4,2,,99,0
U0166,2023-05-01,pro,Education,51-200,organic,USA,15,8,1,,99,0
U0166,2023-06-01,pro,Education,51-200,organic,USA,9,4,2,,99,0
U0166,2023-07-01,pro,Education,51-200,organic,USA,19,7,0,,99,0
U0166,2023-08-01,pro,Education,51-200,organic,USA,23,5,0,,99,0
U0166,2023-09-01,pro,Education,51-200,organic,USA,25,6,0,10.0,99,0
U0166,2023-10-01,pro,Education,51-200,organic,USA,22,7,0,,99,0
U0166,2023-11-01,pro,Education,51-200,organic,USA,20,6,2,,99,0
U0166,2023-12-01,pro,Education,51-200,organic,USA,23,3,0,,99,0
U0167,2023-01-01,free,SaaS,11-50,social,USA,3,1,3,,0,0
U0167,2023-02-01,free,SaaS,11-50,social,USA,2,1,0,,0,0
U0167,2023-03-01,free,SaaS,11-50,social,USA,2,1,0,,0,0
U0168,2023-01-01,free,SaaS,1-10,referral,UK,2,2,1,,0,0
U0168,2023-02-01,free,SaaS,1-10,referral,UK,1,3,2,,0,0
U0168,2023-03-01,free,SaaS,1-10,referral,UK,2,1,1,,0,0
U0168,2023-04-01,free,SaaS,1-10,referral,UK,1,1,0,,0,0
U0168,2023-05-01,free,SaaS,1-10,referral,UK,4,1,1,,0,0
U0168,2023-06-01,free,SaaS,1-10,referral,UK,2,1,0,,0,0
U0168,2023-07-01,free,SaaS,1-10,referral,UK,3,1,1,,0,0
U0168,2023-08-01,free,SaaS,1-10,referral,UK,2,1,1,,0,0
U0168,2023-09-01,free,SaaS,1-10,referral,UK,2,1,1,,0,0
U0168,2023-10-01,free,SaaS,1-10,referral,UK,2,1,0,6.0,0,0
U0168,2023-11-01,free,SaaS,1-10,referral,UK,1,1,2,,0,0
U0169,2023-01-01,free,Finance,1000+,organic,UK,3,1,0,,0,0
U0169,2023-02-01,free,Finance,1000+,organic,UK,2,2,1,,0,0
U0169,2023-03-01,free,Finance,1000+,organic,UK,1,1,1,,0,0
U0169,2023-04-01,free,Finance,1000+,organic,UK,4,1,0,,0,0
U0169,2023-05-01,free,Finance,1000+,organic,UK,2,1,0,,0,0
U0169,2023-06-01,free,Finance,1000+,organic,UK,3,1,0,,0,0
U0169,2023-07-01,free,Finance,1000+,organic,UK,2,1,1,,0,0
U0169,2023-08-01,free,Finance,1000+,organic,UK,1,2,1,7.0,0,0
U0169,2023-09-01,free,Finance,1000+,organic,UK,4,1,1,,0,0
U0169,2023-10-01,free,Finance,1000+,organic,UK,3,3,1,4.0,0,0
U0169,2023-11-01,free,Finance,1000+,organic,UK,2,1,1,,0,0
U0169,2023-12-01,free,Finance,1000+,organic,UK,4,1,2,,0,0
