user_id,avg_sessions,avg_features_used,total_tickets,avg_nps,total_mrr,months_active,plan,churned,industry,company_size,acquisition_channel,churn_probability,risk_segment
U0307,8.666666666666666,1.8333333333333333,9,6.0,348,12,3,0,3,2,3,0.13,LOW RISK
U0308,2.6666666666666665,1.0,4,6.0,0,3,1,1,0,0,3,0.96,HIGH RISK
U0310,2.2857142857142856,1.4285714285714286,4,5.0,0,7,1,1,0,2,0,0.97,HIGH RISK
U0311,6.833333333333333,2.25,13,4.0,348,12,3,0,4,0,2,0.06,LOW RISK
U0312,3.0,1.0,1,6.0,0,1,1,1,0,0,2,1.0,HIGH RISK
U0313,2.6666666666666665,1.3333333333333333,2,6.0,0,3,1,1,1,3,1,1.0,HIGH RISK
U0314,30.0,9.833333333333334,5,6.0,4788,12,0,0,2,0,3,0.19,LOW RISK
U0315,18.416666666666668,6.0,7,6.0,1188,12,2,0,5,2,3,0.1,LOW RISK
U0316,6.666666666666667,1.8333333333333333,4,5.0,174,6,3,1,3,0,2,0.9,HIGH RISK
U0317,8.5,2.0833333333333335,13,6.0,348,12,3,0,1,3,1,0.04,LOW RISK
U0318,2.0,1.0,0,6.0,0,2,1,1,5,0,4,0.99,HIGH RISK
U0319,3.1,1.2,5,6.0,0,10,1,1,1,2,1,0.99,HIGH RISK
U0320,2.0,1.5,9,6.0,0,8,1,1,1,3,3,0.82,HIGH RISK
U0321,7.166666666666667,2.75,11,5.0,348,12,3,0,3,3,0,0.03,LOW RISK
U0322,15.833333333333334,5.583333333333333,7,8.0,1188,12,2,0,2,0,2,0.1,LOW RISK
U0323,7.333333333333333,1.6666666666666667,21,7.333333333333333,348,12,3,0,0,3,1,0.08,LOW RISK
U0325,31.333333333333332,9.666666666666666,0,6.0,4788,12,0,0,2,2,4,0.32,LOW RISK
U0326,15.5,6.25,17,5.5,1188,12,2,0,4,0,2,0.05,LOW RISK
U0327,8.666666666666666,2.3333333333333335,4,6.0,87,3,3,1,3,0,0,0.9,HIGH RISK
U0328,7.625,2.75,7,6.0,232,8,3,1,3,4,1,0.41,MEDIUM RISK
U0329,8.083333333333334,2.5,13,5.5,348,12,3,0,3,2,2,0.03,LOW RISK
U0330,3.0,1.0,7,6.0,0,6,1,1,5,2,3,0.91,HIGH RISK
U0331,3.0833333333333335,1.5,5,6.0,0,12,1,0,4,4,4,0.21,LOW RISK
U0332,17.0,5.666666666666667,13,6.0,1188,12,2,0,2,4,1,0.06,LOW RISK
U0333,2.5,1.0,3,5.0,0,4,1,1,2,0,4,0.97,HIGH RISK
U0334,2.4444444444444446,1.4444444444444444,10,6.0,0,9,1,1,1,4,2,0.78,HIGH RISK
U0335,2.3333333333333335,1.5833333333333333,7,7.0,0,12,1,0,1,0,2,0.51,MEDIUM RISK
U0336,2.6,1.4,10,6.0,0,10,1,1,1,4,1,0.82,HIGH RISK
U0337,17.0,6.0,0,6.0,99,1,2,1,3,4,4,0.86,HIGH RISK
U0338,21.333333333333332,6.333333333333333,1,6.0,297,3,2,1,2,1,1,0.96,HIGH RISK
U0339,6.9,2.9,7,6.0,290,10,3,1,4,0,1,0.77,HIGH RISK
U0340,3.5,1.0,0,6.0,0,2,1,1,3,0,1,1.0,HIGH RISK
U0341,9.5,2.5,3,6.0,58,2,3,1,5,0,4,0.98,HIGH RISK
U0342,7.166666666666667,2.4166666666666665,7,5.0,348,12,3,0,1,0,3,0.22,LOW RISK
U0344,11.5,3.0,1,6.0,58,2,3,1,3,3,1,1.0,HIGH RISK
U0345,2.8,1.8,12,5.5,0,5,1,1,5,0,3,0.76,HIGH RISK
U0347,6.5,2.0,3,6.0,116,4,3,1,2,4,4,0.98,HIGH RISK
U0348,3.5,1.5,1,6.0,0,2,1,1,4,2,4,0.88,HIGH RISK
U0349,2.3333333333333335,1.3333333333333333,4,6.0,0,3,1,1,0,4,1,0.99,HIGH RISK
U0350,7.444444444444445,2.4444444444444446,7,6.0,261,9,3,1,1,0,3,0.78,HIGH RISK
U0351,8.0,2.0,4,6.0,87,3,3,1,3,2,1,0.94,HIGH RISK
U0352,20.416666666666668,5.833333333333333,7,7.0,1188,12,2,0,5,0,2,0.02,LOW RISK
U0353,8.0,2.5,6,4.666666666666667,116,4,3,1,5,0,1,0.66,MEDIUM RISK
U0354,2.6666666666666665,2.0,2,3.0,0,3,1,1,2,3,1,0.97,HIGH RISK
U0355,2.5833333333333335,1.6666666666666667,14,5.0,0,12,1,0,0,0,2,0.13,LOW RISK
U0356,12.0,2.0,2,6.0,29,1,3,1,2,2,3,0.99,HIGH RISK
U0357,2.75,2.0833333333333335,14,9.0,0,12,1,0,3,2,1,0.33,LOW RISK
U0358,9.75,2.25,2,8.0,116,4,3,1,2,2,3,0.99,HIGH RISK
U0359,31.333333333333332,9.666666666666666,4,7.0,4788,12,0,0,4,3,2,0.18,LOW RISK
U0360,6.583333333333333,2.8333333333333335,5,6.0,348,12,3,0,5,0,1,0.22,LOW RISK
U0361,2.0,1.0,2,6.0,0,1,1,1,5,4,3,0.99,HIGH RISK
U0362,9.333333333333334,1.5,7,6.0,174,6,3,1,1,1,1,0.86,HIGH RISK
U0363,8.333333333333334,2.5,7,6.0,174,6,3,1,1,2,2,0.4,MEDIUM RISK
U0364,7.333333333333333,2.6666666666666665,5,6.0,174,6,3,1,3,3,3,0.93,HIGH RISK
U0366,2.0,1.0,1,6.0,0,1,1,1,0,2,1,1.0,HIGH RISK
U0367,37.833333333333336,9.916666666666666,3,6.0,4788,12,0,0,2,0,2,0.06,LOW RISK
U0368,33.0,9.916666666666666,2,7.0,4788,12,0,0,3,4,0,0.15,LOW RISK
U0369,2.8,1.2,6,6.0,0,5,1,1,1,1,3,0.91,HIGH RISK
U0372,3.0,2.0,1,6.0,0,2,1,1,2,0,1,1.0,HIGH RISK
U0373,3.0,1.5,2,6.0,0,2,1,1,0,2,2,0.98,HIGH RISK
U0374,6.25,2.5833333333333335,10,5.666666666666667,348,12,3,0,3,2,3,0.06,LOW RISK
U0375,2.5,1.5833333333333333,10,4.5,0,12,1,0,2,1,1,0.14,LOW RISK
U0376,2.4545454545454546,1.2727272727272727,13,3.5,0,11,1,1,4,4,1,0.75,HIGH RISK
U0377,18.75,5.416666666666667,14,8.5,1188,12,2,0,5,2,1,0.02,LOW RISK
U0378,2.6666666666666665,1.6666666666666667,4,6.0,0,3,1,1,4,0,2,0.9,HIGH RISK
U0379,15.88888888888889,6.0,6,7.0,891,9,2,1,4,0,0,0.81,HIGH RISK
U0381,2.25,1.4166666666666667,9,5.5,0,12,1,0,4,0,2,0.58,MEDIUM RISK
U0382,7.0,3.3333333333333335,3,6.0,87,3,3,1,2,3,1,1.0,HIGH RISK
U0383,6.833333333333333,2.4166666666666665,15,4.0,348,12,3,0,2,2,0,0.05,LOW RISK
U0384,16.25,5.333333333333333,6,8.0,1188,12,2,0,2,2,1,0.43,MEDIUM RISK
U0385,18.0,5.583333333333333,7,7.666666666666667,1188,12,2,0,5,0,2,0.04,LOW RISK
U0386,14.333333333333334,6.666666666666667,5,5.0,594,6,2,1,4,3,3,0.73,HIGH RISK
U0388,3.0,1.0,0,6.0,0,1,1,1,2,0,2,1.0,HIGH RISK
U0389,16.833333333333332,5.416666666666667,17,8.0,1188,12,2,0,4,4,1,0.05,LOW RISK
U0390,17.666666666666668,5.333333333333333,1,9.0,297,3,2,1,4,2,2,0.96,HIGH RISK
U0391,36.416666666666664,9.833333333333334,2,6.0,4788,12,0,0,1,0,1,0.15,LOW RISK
U0392,6.666666666666667,2.2222222222222223,10,5.0,261,9,3,1,1,2,1,0.14,LOW RISK
U0393,2.6,1.0,4,8.0,0,5,1,1,0,2,2,0.92,HIGH RISK
U0394,15.75,6.5,3,9.0,396,4,2,1,3,0,1,0.91,HIGH RISK
U0395,2.6666666666666665,1.3333333333333333,2,6.0,0,3,1,1,1,3,1,1.0,HIGH RISK
U0396,37.333333333333336,10.0,2,8.5,4788,12,0,0,5,3,3,0.13,LOW RISK
U0397,16.083333333333332,4.916666666666667,14,6.0,1188,12,2,0,1,4,0,0.48,MEDIUM RISK
U0398,7.75,2.75,5,8.0,348,12,3,0,0,2,3,0.34,LOW RISK
U0399,15.416666666666666,5.5,8,6.0,1188,12,2,0,4,2,1,0.11,LOW RISK
U0400,16.6,5.8,1,9.0,495,5,2,1,0,4,1,0.7,HIGH RISK
U0401,1.75,1.25,1,6.0,0,4,1,1,4,2,0,0.99,HIGH RISK
U0402,37.083333333333336,9.75,2,6.5,4788,12,0,0,4,0,1,0.07,LOW RISK
U0403,7.5,2.5,14,6.0,348,12,3,0,3,2,1,0.02,LOW RISK
U0404,18.5,6.25,15,6.0,1188,12,2,0,1,3,2,0.06,LOW RISK
U0405,2.0,1.0,1,6.0,0,3,1,1,5,2,3,0.99,HIGH RISK
U0406,18.5,6.083333333333333,9,5.0,1188,12,2,0,5,0,3,0.02,LOW RISK
U0407,2.0,1.0,2,6.0,0,2,1,1,2,4,1,1.0,HIGH RISK
U0408,2.6666666666666665,1.1666666666666667,14,5.75,0,12,1,0,4,0,1,0.07,LOW RISK
U0409,34.833333333333336,9.833333333333334,5,6.0,4788,12,0,0,5,0,0,0.11,LOW RISK
U0411,2.3333333333333335,1.6666666666666667,1,6.0,0,3,1,1,4,2,3,0.92,HIGH RISK
U0412,29.25,9.833333333333334,4,6.5,4788,12,0,0,3,4,3,0.1,LOW RISK
U0413,32.333333333333336,9.833333333333334,2,7.0,4788,12,0,0,5,2,3,0.17,LOW RISK
U0414,7.8,2.2,6,4.0,145,5,3,1,5,0,1,0.8,HIGH RISK
U0415,8.833333333333334,2.6666666666666665,8,7.0,348,12,3,0,2,3,1,0.06,LOW RISK
U0416,8.75,2.6666666666666665,4,5.0,348,12,3,0,5,3,2,0.33,LOW RISK
U0418,2.0,1.0,1,7.0,0,1,1,1,4,0,0,0.97,HIGH RISK
U0419,6.555555555555555,2.888888888888889,7,5.333333333333333,261,9,3,1,4,2,1,0.82,HIGH RISK
U0420,17.5,5.416666666666667,12,7.0,1188,12,2,0,2,1,1,0.02,LOW RISK
U0421,19.333333333333332,5.583333333333333,9,9.5,1188,12,2,0,2,4,0,0.09,LOW RISK
U0422,13.0,4.0,2,6.0,198,2,2,1,5,0,3,0.99,HIGH RISK
U0423,2.5,1.0,2,6.0,0,2,1,1,0,0,4,0.99,HIGH RISK
U0424,9.0,2.6666666666666665,5,6.0,174,6,3,1,0,2,1,0.93,HIGH RISK
U0425,2.6,1.4,8,6.0,0,5,1,1,2,3,2,0.82,HIGH RISK
U0426,7.25,2.1666666666666665,8,6.666666666666667,348,12,3,0,5,2,3,0.24,LOW RISK
U0427,10.0,3.0,1,6.0,29,1,3,1,0,2,3,1.0,HIGH RISK
U0428,17.25,5.75,6,6.0,1188,12,2,0,5,0,2,0.22,LOW RISK
U0429,2.125,1.5,5,6.0,0,8,1,1,5,4,1,0.96,HIGH RISK
U0430,2.5,1.25,9,4.5,0,12,1,0,5,3,2,0.19,LOW RISK
U0431,2.7,1.7,7,5.0,0,10,1,1,1,2,1,0.93,HIGH RISK
U0432,16.833333333333332,5.833333333333333,10,7.0,1188,12,2,0,4,4,2,0.09,LOW RISK
U0433,8.333333333333334,2.8333333333333335,11,6.0,348,12,3,0,5,1,0,0.01,LOW RISK
U0434,2.4285714285714284,1.2857142857142858,3,5.0,0,7,1,1,1,0,2,0.95,HIGH RISK
U0435,2.0,1.8333333333333333,6,5.0,0,12,1,0,2,2,4,0.15,LOW RISK
U0436,20.083333333333332,5.416666666666667,6,6.5,1188,12,2,0,0,0,1,0.14,LOW RISK
U0437,1.8571428571428572,1.0,9,7.0,0,7,1,1,4,4,3,0.87,HIGH RISK
U0438,17.666666666666668,5.777777777777778,6,6.5,891,9,2,1,0,2,0,0.69,MEDIUM RISK
U0439,16.5,4.5,3,8.0,594,6,2,1,4,4,1,0.86,HIGH RISK
U0440,4.0,1.0,0,6.0,0,1,1,1,0,4,1,1.0,HIGH RISK
U0441,2.6666666666666665,1.7777777777777777,8,2.0,0,9,1,1,4,2,2,0.91,HIGH RISK
U0442,34.416666666666664,9.583333333333334,3,6.0,4788,12,0,0,0,3,1,0.15,LOW RISK
U0443,2.6,2.0,4,6.0,0,5,1,1,0,2,3,0.83,HIGH RISK
U0444,2.75,1.5,2,8.0,0,4,1,1,0,0,4,0.98,HIGH RISK
U0445,16.25,5.916666666666667,9,6.0,1188,12,2,0,0,4,2,0.08,LOW RISK
U0446,35.5,9.916666666666666,4,6.0,4788,12,0,0,2,4,1,0.05,LOW RISK
U0447,32.333333333333336,10.0,3,6.0,4788,12,0,0,5,2,2,0.18,LOW RISK
U0448,18.11111111111111,5.0,10,9.0,891,9,2,1,3,3,3,0.67,MEDIUM RISK
U0449,2.6,1.0,3,6.0,0,5,1,1,1,3,1,1.0,HIGH RISK
U0450,3.2,1.1,7,6.0,0,10,1,1,3,0,2,0.94,HIGH RISK
U0451,18.25,5.75,13,6.5,1188,12,2,0,3,1,3,0.02,LOW RISK
U0452,8.166666666666666,1.9166666666666667,10,6.0,348,12,3,0,4,0,3,0.1,LOW RISK
U0453,8.2,1.4,3,6.0,145,5,3,1,5,0,1,0.99,HIGH RISK
U0454,38.416666666666664,9.916666666666666,2,7.666666666666667,4788,12,0,0,4,0,3,0.02,LOW RISK
U0455,2.625,1.0,5,6.0,0,8,1,1,5,3,1,0.98,HIGH RISK
U0459,2.875,1.25,4,6.0,0,8,1,1,0,4,1,1.0,HIGH RISK
U0460,2.25,1.75,0,6.0,0,4,1,1,2,0,1,0.97,HIGH RISK
U0461,2.25,1.75,2,6.0,0,4,1,1,4,3,1,0.98,HIGH RISK
U0462,6.25,2.4166666666666665,17,4.5,348,12,3,0,2,3,1,0.08,LOW RISK
U0463,18.666666666666668,4.583333333333333,10,7.5,1188,12,2,0,4,2,1,0.08,LOW RISK
U0464,10.0,2.0,1,3.0,29,1,3,1,3,1,1,0.94,HIGH RISK
U0465,31.5,10.0,0,6.0,798,2,0,1,3,2,2,0.55,MEDIUM RISK
U0466,2.6666666666666665,1.0,1,6.0,0,3,1,1,2,1,3,0.99,HIGH RISK
U0467,2.0,1.5,1,6.0,0,2,1,1,2,4,3,0.99,HIGH RISK
U0468,17.083333333333332,6.166666666666667,13,6.6,1188,12,2,0,4,4,3,0.02,LOW RISK
U0469,3.5,1.5,1,6.0,0,2,1,1,0,0,1,0.98,HIGH RISK
U0470,37.5,9.75,4,8.0,4788,12,0,0,4,3,0,0.08,LOW RISK
U0471,2.4166666666666665,1.3333333333333333,10,7.0,0,12,1,0,0,2,4,0.15,LOW RISK
U0472,37.0,9.833333333333334,4,10.0,4788,12,0,0,3,0,4,0.04,LOW RISK
U0473,2.2857142857142856,1.1428571428571428,5,4.5,0,7,1,1,5,0,4,0.85,HIGH RISK
U0474,16.833333333333332,5.5,9,6.0,1188,12,2,0,2,2,0,0.11,LOW RISK
U0475,7.4,1.2,6,5.5,145,5,3,1,0,2,2,0.83,HIGH RISK
U0476,34.0,9.857142857142858,3,7.0,2793,7,0,1,4,4,1,0.68,MEDIUM RISK
U0477,2.3333333333333335,1.1666666666666667,10,5.666666666666667,0,12,1,0,3,3,3,0.35,LOW RISK
U0478,7.25,2.8333333333333335,9,4.5,348,12,3,0,0,0,3,0.08,LOW RISK
U0479,36.25,9.583333333333334,6,6.0,4788,12,0,0,4,4,3,0.03,LOW RISK
U0480,9.285714285714286,3.2857142857142856,4,7.0,203,7,3,1,2,0,2,0.94,HIGH RISK
U0481,6.2,1.8,3,6.0,145,5,3,1,2,3,1,0.99,HIGH RISK
U0482,6.916666666666667,2.0,10,3.6666666666666665,348,12,3,0,1,3,2,0.06,LOW RISK
U0483,10.5,3.0,2,6.0,58,2,3,1,5,2,0,0.95,HIGH RISK
U0484,6.5,2.25,6,4.0,348,12,3,0,1,4,2,0.6,MEDIUM RISK
U0485,7.3,2.8,9,4.0,290,10,3,1,3,2,2,0.66,MEDIUM RISK
U0486,27.25,10.0,2,10.0,4788,12,0,0,0,2,1,0.22,LOW RISK
U0487,2.3333333333333335,1.6666666666666667,6,5.333333333333333,0,12,1,0,3,3,2,0.12,LOW RISK
U0488,1.0,4.0,1,6.0,0,1,1,1,4,2,4,0.98,HIGH RISK
U0489,36.666666666666664,9.666666666666666,1,7.0,4788,12,0,0,2,2,3,0.02,LOW RISK
U0490,19.916666666666668,5.166666666666667,12,7.666666666666667,1188,12,2,0,1,2,3,0.03,LOW RISK
U0491,7.416666666666667,2.5833333333333335,5,6.0,348,12,3,0,1,3,2,0.85,HIGH RISK
U0492,6.333333333333333,2.25,10,5.5,348,12,3,0,1,2,3,0.2,LOW RISK
U0493,2.25,1.25,6,6.0,0,4,1,1,3,0,1,0.93,HIGH RISK
U0494,2.75,1.5833333333333333,12,6.0,0,12,1,0,2,4,3,0.23,LOW RISK
U0495,8.5,3.0,1,8.0,58,2,3,1,0,3,2,0.91,HIGH RISK
U0496,2.25,1.5,9,6.0,0,8,1,1,4,0,2,0.91,HIGH RISK
U0497,9.0,2.0,1,6.0,29,1,3,1,0,0,3,0.98,HIGH RISK
U0498,2.6666666666666665,1.3333333333333333,5,4.5,0,9,1,1,3,0,0,0.92,HIGH RISK
U0499,32.4,9.8,1,6.0,1995,5,0,1,4,2,1,0.32,LOW RISK
U0500,30.75,9.75,7,8.0,4788,12,0,0,1,2,4,0.03,LOW RISK
U0501,6.545454545454546,2.5454545454545454,6,6.333333333333333,319,11,3,1,5,4,1,0.81,HIGH RISK
U0502,4.8,2.0,5,7.5,145,5,3,1,3,4,2,0.8,HIGH RISK
U0505,7.0,1.0,1,6.0,29,1,3,1,0,3,2,1.0,HIGH RISK
U0506,2.0,1.5,0,6.0,0,2,1,1,3,2,1,1.0,HIGH RISK
U0507,34.75,9.75,4,7.0,4788,12,0,0,3,1,2,0.01,LOW RISK
U0508,16.444444444444443,4.888888888888889,11,6.0,891,9,2,1,1,4,0,0.76,HIGH RISK
U0509,33.375,9.625,1,6.5,3192,8,0,1,1,0,1,0.68,MEDIUM RISK
U0510,20.083333333333332,5.416666666666667,11,5.0,1188,12,2,0,4,4,3,0.02,LOW RISK
U0511,7.333333333333333,2.8333333333333335,7,5.5,348,12,3,0,5,2,2,0.08,LOW RISK
U0512,7.333333333333333,2.0,4,6.0,87,3,3,1,2,4,3,0.98,HIGH RISK
U0513,36.333333333333336,9.75,2,6.0,4788,12,0,0,5,0,1,0.08,LOW RISK
U0514,16.5,6.166666666666667,8,7.0,594,6,2,1,4,0,1,0.57,MEDIUM RISK
U0515,2.6666666666666665,2.0,2,7.0,0,3,1,1,1,3,1,1.0,HIGH RISK
U0516,4.0,1.0,2,6.0,0,2,1,1,0,0,1,1.0,HIGH RISK
U0517,2.1666666666666665,1.3333333333333333,9,4.5,0,12,1,0,1,3,1,0.17,LOW RISK
U0518,18.5,4.666666666666667,12,7.0,1188,12,2,0,2,0,3,0.14,LOW RISK
U0519,31.166666666666668,9.75,5,7.0,4788,12,0,0,1,4,4,0.09,LOW RISK
U0520,2.0,1.5,8,4.0,0,8,1,1,2,4,4,0.88,HIGH RISK
U0521,7.0,2.3333333333333335,8,3.5,174,6,3,1,2,2,3,0.81,HIGH RISK
U0522,2.0,1.0,2,7.0,0,4,1,1,2,2,1,1.0,HIGH RISK
U0523,32.2,10.0,3,6.0,1995,5,0,1,4,0,1,0.76,HIGH RISK
U0524,16.166666666666668,5.666666666666667,18,7.0,1188,12,2,0,2,0,1,0.0,LOW RISK
U0525,14.6,5.3,5,8.5,990,10,2,1,2,2,1,0.87,HIGH RISK
U0526,7.583333333333333,2.3333333333333335,9,5.0,348,12,3,0,0,4,2,0.07,LOW RISK
U0527,9.25,2.5,9,7.0,116,4,3,1,5,3,2,0.24,LOW RISK
U0529,2.5,1.125,3,7.666666666666667,0,8,1,1,5,4,2,0.95,HIGH RISK
U0530,18.833333333333332,4.75,8,7.0,1188,12,2,0,2,4,4,0.11,LOW RISK
U0531,19.0,5.75,11,7.0,792,8,2,1,0,4,3,0.77,HIGH RISK
U0532,32.25,9.75,4,6.333333333333333,4788,12,0,0,1,0,1,0.22,LOW RISK
U0533,31.666666666666668,9.833333333333334,4,8.0,4788,12,0,0,0,3,4,0.32,LOW RISK
U0534,7.8,2.2,1,6.0,145,5,3,1,2,4,0,0.98,HIGH RISK
U0535,20.75,5.0,9,6.0,1188,12,2,0,0,2,1,0.3,LOW RISK
U0536,40.583333333333336,9.75,2,7.0,4788,12,0,0,0,0,2,0.12,LOW RISK
U0537,18.166666666666668,4.833333333333333,7,8.0,1188,12,2,0,2,2,2,0.07,LOW RISK
U0538,2.4166666666666665,1.75,11,6.0,0,12,1,0,4,2,0,0.64,MEDIUM RISK
U0539,8.454545454545455,2.090909090909091,10,6.333333333333333,319,11,3,1,0,3,4,0.13,LOW RISK
U0540,2.0,1.0,3,6.0,0,1,1,1,3,2,1,1.0,HIGH RISK
U0541,38.833333333333336,10.0,1,6.666666666666667,4788,12,0,0,3,2,2,0.16,LOW RISK
U0542,7.666666666666667,2.5,14,5.0,348,12,3,0,0,1,2,0.03,LOW RISK
U0543,2.4444444444444446,1.2222222222222223,8,6.0,0,9,1,1,4,0,2,0.9,HIGH RISK
U0544,7.583333333333333,2.25,7,5.6,348,12,3,0,1,2,1,0.13,LOW RISK
U0545,7.166666666666667,1.75,13,4.5,348,12,3,0,2,0,4,0.15,LOW RISK
U0546,3.2,1.2,5,3.0,0,5,1,1,3,4,3,0.92,HIGH RISK
U0547,2.0,2.6666666666666665,1,6.0,0,3,1,1,1,3,4,0.99,HIGH RISK
U0548,7.5,2.4166666666666665,6,6.0,348,12,3,0,0,0,4,0.3,LOW RISK
U0549,7.444444444444445,2.4444444444444446,2,3.0,261,9,3,1,1,3,3,0.93,HIGH RISK
U0550,16.0,7.0,0,6.0,198,2,2,1,5,0,2,0.97,HIGH RISK
U0551,8.583333333333334,2.5,8,6.0,348,12,3,0,3,3,3,0.0,LOW RISK
U0552,16.416666666666668,4.833333333333333,5,7.0,1188,12,2,0,0,4,1,0.21,LOW RISK
U0553,7.5,2.1666666666666665,8,6.0,348,12,3,0,2,3,3,0.02,LOW RISK
U0554,9.333333333333334,3.6666666666666665,2,6.0,87,3,3,1,4,0,1,0.99,HIGH RISK
U0556,9.0,4.0,3,6.0,29,1,3,1,2,4,1,1.0,HIGH RISK
U0557,1.0,1.0,1,6.0,0,1,1,1,4,2,1,1.0,HIGH RISK
U0559,18.4,6.6,2,5.0,495,5,2,1,0,0,1,0.96,HIGH RISK
U0560,7.0,1.0,1,8.0,29,1,3,1,1,3,3,0.95,HIGH RISK
U0561,17.666666666666668,5.666666666666667,5,6.0,594,6,2,1,1,0,3,0.59,MEDIUM RISK
U0564,2.3333333333333335,1.0833333333333333,9,5.0,0,12,1,0,5,0,1,0.19,LOW RISK
U0565,2.6,1.8,2,6.0,0,5,1,1,4,0,1,1.0,HIGH RISK
U0566,9.0,2.0,4,6.0,145,5,3,1,4,0,1,0.94,HIGH RISK
U0567,2.5,1.25,2,6.0,0,4,1,1,2,2,4,0.96,HIGH RISK
U0568,8.0,1.5,0,6.0,58,2,3,1,1,2,1,0.96,HIGH RISK
U0569,36.083333333333336,10.0,4,6.0,4788,12,0,0,4,2,2,0.09,LOW RISK
U0570,2.0,1.6,5,6.0,0,5,1,1,5,0,1,0.94,HIGH RISK
U0571,10.285714285714286,2.5714285714285716,8,8.0,203,7,3,1,2,0,1,0.41,MEDIUM RISK
U0572,15.5,5.5,1,6.0,198,2,2,1,0,4,2,0.84,HIGH RISK
U0573,3.0,1.0,0,6.0,0,1,1,1,4,0,3,0.98,HIGH RISK
U0574,6.6,3.0,4,3.5,145,5,3,1,5,3,1,0.82,HIGH RISK
U0575,16.916666666666668,5.583333333333333,5,8.5,1188,12,2,0,3,3,1,0.28,LOW RISK
U0576,35.083333333333336,9.833333333333334,4,8.0,4788,12,0,0,5,4,2,0.21,LOW RISK
U0577,2.1666666666666665,1.5,7,5.5,0,12,1,0,5,2,1,0.25,LOW RISK
U0578,36.25,9.916666666666666,3,8.5,4788,12,0,0,2,3,1,0.17,LOW RISK
U0579,6.666666666666667,1.3333333333333333,2,6.0,87,3,3,1,0,0,0,0.94,HIGH RISK
U0580,2.75,1.5,3,5.0,0,4,1,1,3,0,3,0.98,HIGH RISK
U0581,7.75,2.25,7,6.0,116,4,3,1,1,0,2,0.76,HIGH RISK
U0582,31.166666666666668,9.916666666666666,1,8.0,4788,12,0,0,1,4,2,0.13,LOW RISK
U0583,9.166666666666666,2.75,8,5.0,348,12,3,0,5,0,2,0.37,LOW RISK
U0584,2.0833333333333335,1.5833333333333333,6,5.0,0,12,1,0,2,2,2,0.1,LOW RISK
U0585,7.75,2.75,12,6.0,348,12,3,0,2,1,3,0.03,LOW RISK
U0586,2.9,1.2,9,6.0,0,10,1,1,1,3,3,0.86,HIGH RISK
U0587,2.75,1.125,11,5.0,0,8,1,1,3,2,1,0.48,MEDIUM RISK
U0588,2.5,1.5,6,6.0,0,6,1,1,0,0,2,0.96,HIGH RISK
U0589,2.25,1.5833333333333333,8,5.5,0,12,1,0,3,3,2,0.25,LOW RISK
U0590,2.75,1.5,5,6.0,0,4,1,1,4,2,4,0.41,MEDIUM RISK
U0591,2.5,1.25,5,6.0,0,12,1,0,4,0,3,0.27,LOW RISK
U0592,6.833333333333333,2.5,3,6.0,174,6,3,1,0,0,2,0.97,HIGH RISK
U0593,2.5833333333333335,1.0833333333333333,11,5.5,0,12,1,0,1,3,1,0.14,LOW RISK
U0594,2.8,1.2,7,4.0,0,5,1,1,0,4,3,0.88,HIGH RISK
U0595,18.0,6.666666666666667,4,6.0,297,3,2,1,2,3,1,0.9,HIGH RISK
U0596,8.666666666666666,3.0,5,4.0,87,3,3,1,4,3,1,0.53,MEDIUM RISK
U0597,7.333333333333333,2.3333333333333335,1,6.0,174,6,3,1,5,2,1,0.99,HIGH RISK
U0598,2.0,1.25,3,4.0,0,4,1,1,5,2,3,1.0,HIGH RISK
U0599,2.7142857142857144,1.4285714285714286,4,4.5,0,7,1,1,1,2,1,0.96,HIGH RISK
U0601,2.25,1.0833333333333333,6,6.666666666666667,0,12,1,0,3,2,4,0.5,MEDIUM RISK
U0602,3.0,1.25,3,6.0,0,4,1,1,2,4,1,1.0,HIGH RISK
U0603,2.75,1.3333333333333333,9,6.0,0,12,1,0,5,4,2,0.29,LOW RISK
U0604,2.5833333333333335,1.5833333333333333,15,5.0,0,12,1,0,5,3,2,0.08,LOW RISK
U0605,2.5833333333333335,1.1666666666666667,4,5.0,0,12,1,0,4,2,1,0.34,LOW RISK
U0606,7.666666666666667,2.25,8,6.0,348,12,3,0,2,4,3,0.06,LOW RISK
U0607,2.2222222222222223,1.2222222222222223,5,4.75,0,9,1,1,2,4,1,0.96,HIGH RISK
U0608,4.0,1.0,0,6.0,0,1,1,1,5,2,2,0.99,HIGH RISK
U0609,8.7,2.7,5,6.0,290,10,3,1,3,4,2,0.93,HIGH RISK
U0610,7.0,1.9166666666666667,10,4.6,348,12,3,0,1,0,3,0.06,LOW RISK
U0611,2.0,1.2,6,6.0,0,5,1,1,1,2,3,0.86,HIGH RISK
U0612,20.625,6.0,11,7.5,792,8,2,1,2,0,1,0.05,LOW RISK
U0613,6.75,2.1666666666666665,13,4.5,348,12,3,0,1,2,1,0.12,LOW RISK
U0614,3.0,1.0,1,6.0,0,1,1,1,5,2,3,0.99,HIGH RISK
U0615,18.428571428571427,5.428571428571429,5,6.0,693,7,2,1,5,4,2,0.84,HIGH RISK
U0616,38.25,9.833333333333334,3,7.333333333333333,4788,12,0,0,2,1,4,0.0,LOW RISK
U0617,4.0,1.0,0,6.0,0,1,1,1,2,4,4,0.99,HIGH RISK
